PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wuensche, Peer; Eckert, Elias S. P.; Holland-Letz, Tim; Paruzynski, Anna; Hotz-Wagenblatt, Agnes; Fronza, Raffaele; Rath, Tim; Gil-Farina, Irene; Schmidt, Manfred; von Kalle, Christof; Klein, Christoph; Ball, Claudia R.; Herbst, Friederike; Glimm, Hanno								Mapping Active Gene-Regulatory Regions in Human Repopulating Long-Term HSCs								CELL STEM CELL				23	1			132	+		10.1016/j.stem.2018.06.003			JUL 5 2018	2018										3							WOS:000438144700020		
J	Trissal, Maria C.; Wong, Terrence N.; Yao, Juo-Chin; Ramaswamy, Rahul; Kuo, Iris; Baty, Jack; Sun, Yaping; Jih, Gloria; Parikh, Nishi; Berrien-Elliott, Melissa M.; Fehniger, Todd A.; Ley, Timothy J.; Maillard, Ivan; Reddy, Pavan R.; Link, Daniel C.								MIR142 Loss-of-Function Mutations Derepress ASH1L to Increase HOXA Gene Expression and Promote Leukemogenesis								CANCER RESEARCH				78	13			3510	3521		10.1158/0008-5472.CAN-17-3592			JUL 1 2018	2018										3							WOS:000437214300010		
J	Giladi, Amir; Paul, Franziska; Herzog, Yoni; Lubling, Yaniv; Weiner, Assaf; Yofe, Ido; Jaitin, Diego; Cabezas-Wallscheid, Nina; Dress, Regine; Ginhoux, Florent; Trumpp, Andreas; Tanay, Amos; Amit, Ido								Single-cell characterization of haematopoietic progenitors and their trajectories in homeostasis and perturbed haematopoiesis								NATURE CELL BIOLOGY				20	7			836	+		10.1038/s41556-018-0121-4			JUL 2018	2018										38							WOS:000437231800015		
J	Magilnick, Nathaniel; Boldin, Mark P.								Molecular Moirai: Long Noncoding RNA Mediators of HSC Fate								CURRENT STEM CELL REPORTS				4	2			158	165		10.1007/s40778-018-0130-z			JUN 2018	2018										0							WOS:000461118800007		
J	Maryanovich, Maria; Zahalka, Ali H.; Pierce, Halley; Pinho, Sandra; Nakahara, Fumio; Asada, Noboru; Wei, Qiaozhi; Wang, Xizhe; Ciero, Paul; Xu, Jianing; Leftin, Avigdor; Frenette, Paul S.								Adrenergic nerve degeneration in bone marrow drives aging of the hematopoietic stem cell niche								NATURE MEDICINE				24	6			782	+		10.1038/s41591-018-0030-x			JUN 2018	2018										37							WOS:000434281300023		
J	Dahlin, Joakim S.; Hamey, Fiona K.; Pijuan-Sala, Blanca; Shepherd, Mairi; Lau, Winnie W. Y.; Nestorowa, Sonia; Weinreb, Caleb; Wolock, Samuel; Hannah, Rebecca; Diamanti, Evangelia; Kent, David G.; Gottgens, Berthold; Wilson, Nicola K.								A single-cell hematopoietic landscape resolves 8 lineage trajectories and defects in Kit mutant mice								BLOOD				131	21			E1	E11		10.1182/blood-2017-12-821413			MAY 24 2018	2018										18							WOS:000433142600001		
J	Grinenko, Tatyana; Eugster, Anne; Thielecke, Lars; Ramasz, Beata; Krueger, Anja; Dietz, Sevina; Glauche, Ingmar; Gerbaulet, Alexander; von Bonin, Malte; Basak, Onur; Clevers, Hans; Chavakis, Triantafyllos; Wielockx, Ben								Hematopoietic stem cells can differentiate into restricted myeloid progenitors before cell division in mice								NATURE COMMUNICATIONS				9						1898	10.1038/s41467-018-04188-7			MAY 15 2018	2018										6							WOS:000432115300002		
J	Schlereth, Katharina; Weichenhan, Dieter; Bauer, Tobias; Heumann, Tina; Giannakouri, Evangelia; Lipka, Daniel; Jaeger, Samira; Schlesner, Matthias; Aloy, Patrick; Eils, Roland; Plass, Christoph; Augustin, Hellmut G.								The transcriptomic and epigenetic map of vascular quiescence in the continuous lung endothelium								ELIFE				7						e34423	10.7554/eLife.34423			MAY 11 2018	2018										9							WOS:000431852100001		
J	Haas, Simon; Trumpp, Andreas; Milsom, Michael D.								Causes and Consequences of Hematopoietic Stem Cell Heterogeneity								CELL STEM CELL				22	5			627	638		10.1016/j.stem.2018.04.003			MAY 3 2018	2018										21							WOS:000432437600009		
J	Qian, Pengxu; De Kumar, Bony; He, Xi C.; Nolte, Christof; Gogol, Madelaine; Ahn, Youngwook; Chen, Shiyuan; Li, Zhenrui; Xu, Hanzhang; Perry, John M.; Hu, Deqing; Tao, Fang; Zhao, Meng; Han, Yingli; Hall, Kate; Peak, Allison; Paulson, Ariel; Zhao, Chongbei; Venkatraman, Aparna; Box, Andrew; Perera, Anoja; Haug, Jeffrey S.; Parmely, Tari; Li, Hua; Krumlauf, Robb; Li, Linheng								Retinoid-Sensitive Epigenetic Regulation of the Hoxb Cluster Maintains Normal Hematopoiesis and Inhibits Leukemogenesis								CELL STEM CELL				22	5			740	+		10.1016/j.stem.2018.04.012			MAY 3 2018	2018										5							WOS:000432437600017		
J	Herman, Josip S.; Sagar; Gruen, Dominic								FateID infers cell fate bias in multipotent progenitors from single-cell RNA-seq data								NATURE METHODS				15	5			379	+		10.1038/nmeth.4662			MAY 2018	2018										36							WOS:000431372700025		
J	Ge, Yejing; Fuchs, Elaine								Stretching the limits: from homeostasis to stem cell plasticity in wound healing and cancer								NATURE REVIEWS GENETICS				19	5			311	325		10.1038/nrg.2018.9			MAY 2018	2018										25							WOS:000430048800010		
J	Cesana, Marcella; Guo, Michael H.; Cacchiarelli, Davide; Wahlster, Lara; Barragan, Jessica; Doulatov, Sergei; Vo, Linda T.; Salvatori, Beatrice; Trapnell, Cole; Clement, Kendell; Cahan, Patrick; Tsanov, Kaloyan M.; Sousa, Patricia M.; Tazon-Vega, Barbara; Bolondi, Adriano; Giorgi, Federico M.; Califano, Andrea; Rinn, John L.; Meissner, Alexander; Hirschhorn, Joel N.; Daley, George Q.								A CLK3-HMGA2 Alternative Splicing Axis Impacts Human Hematopoietic Stem Cell Molecular Identity throughout Development								CELL STEM CELL				22	4			575	+		10.1016/j.stem.2018.03.012			APR 5 2018	2018										5							WOS:000429320900015		
J	Duncan, Christopher G.; Kondilis-Mangum, Hrisavgi D.; Grimm, Sara A.; Bushel, Pierre R.; Chrysovergis, Kaliopi; Roberts, John D.; Tyson, Frederick L.; Merrick, B. Alex; Wade, Paul A.								Base-Resolution Analysis of DNA Methylation Patterns Downstream of Dnmt3a in Mouse Naive B Cells								G3-GENES GENOMES GENETICS				8	3			805	813		10.1534/g3.117.300446			MAR 2018	2018										0							WOS:000426693300007		
J	Sarkaria, Shawn M.; Decker, Matthew; Ding, Lei								Bone Marrow Micro-Environment in Normal and Deranged Hematopoiesis: Opportunities for Regenerative Medicine and Therapies								BIOESSAYS				40	3					1700190	10.1002/bies.201700190			MAR 2018	2018										4							WOS:000425628500006		
J	Keightley, Maria-Cristina; Lieschke, Graham J.								Splicing dysfunction and disease: The case of granulopoiesis								SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY				75				23	39		10.1016/j.semcdb.2017.08.048			MAR 2018	2018										1							WOS:000425531700004		
J	Sugiyama, Nami; Sonay, Ali Y.; Tussiwand, Roxanne; Cohen, Bruce E.; Pantazis, Periklis								Effective Labeling of Primary Somatic Stem Cells with BaTiO3 Nanocrystals for Second Harmonic Generation Imaging								SMALL				14	8					UNSP 1703386	10.1002/smll.201703386			FEB 22 2018	2018										5							WOS:000425744600016		
J	Divangahi, Maziar; Behr, Marcel A.								Cracking the Vaccine Code in Tuberculosis								AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE				197	4			427	432		10.1164/rccm.201707-1489PP			FEB 15 2018	2018										4							WOS:000425291100007		
J	Akinduro, O.; Weber, T. S.; Ang, H.; Haltalli, M. L. R.; Ruivo, N.; Duarte, D.; Rashidi, N. M.; Hawkins, E. D.; Duffy, K. R.; Lo Celso, C.								Proliferation dynamics of acute myeloid leukaemia and haematopoietic progenitors competing for bone marrow space								NATURE COMMUNICATIONS				9						519	10.1038/s41467-017-02376-5			FEB 6 2018	2018										9							WOS:000424291600015		
J	Djurec, Magdolna; Grana, Osvaldo; Lee, Albert; Troule, Kevin; Espinet, Elisa; Cabras, Lavinia; Navas, Carolina; Blasco, Maria Teresa; Martin-Diaz, Laura; Burdiel, Miranda; Li, Jing; Liu, Zhaoqi; Vallespinos, Mireia; Sanchez-Bueno, Francisco; Sprick, Martin R.; Trumpp, Andreas; Sainz, Bruno, Jr.; Al-Shahrour, Fatima; Rabadan, Raul; Guerra, Carmen; Barbacid, Mariano								Saa3 is a key mediator of the protumorigenic properties of cancer-associated fibroblasts in pancreatic tumors								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				115	6			E1147	E1156		10.1073/pnas.1717802115			FEB 6 2018	2018										19							WOS:000424191300010		
J	Povinelli, Benjamin J.; Rodriguez-Meira, Alba; Mead, Adam J.								Single cell analysis of normal and leukemic hematopoiesis								MOLECULAR ASPECTS OF MEDICINE				59				85	94		10.1016/j.mam.2017.08.006			FEB 2018	2018										14							WOS:000423056300008		
J	Dussiau, Charles; Fontenay, Michaela								Mechanisms underlying the heterogeneity of myelodysplastic syndromes								EXPERIMENTAL HEMATOLOGY				58				17	26		10.1016/j.exphem.2017.10.004			FEB 2018	2018										5							WOS:000426228100003		
J	Lee, Jung-Mi; Govindarajah, Vinothini; Goddard, Bryan; Hinge, Ashwini; Muench, David E.; Filippi, Marie-Dominique; Aronow, Bruce; Cancelas, Jose A.; Salomonis, Nathan; Grimes, H. Leighton; Reynaud, Damien								Obesity alters the long-term fitness of the hematopoietic stem cell compartment through modulation of Gfi1 expression								JOURNAL OF EXPERIMENTAL MEDICINE				215	2			627	644		10.1084/jem.20170690			FEB 2018	2018										13							WOS:000424519300017		
J	Laurenti, Elisa; Goettgens, Berthold								From haematopoietic stem cells to complex differentiation landscapes								NATURE				553	7689			418	426		10.1038/nature25022			JAN 25 2018	2018										65							WOS:000423971100028		
J	Bahr, Carsten; von Paleske, Lisa; Slu, Veli V. U.; Emeseiro, Silvia R.; Takayama, Naoya; Ng, Stanley W.; Murison, Alex; Langenfeld, Katja; Petretich, Massimo; Scognamiglio, Roberta; Zeisberger, Petra; Benk, Amelie S.; Amit, Ido; Zandstra, Peter W.; Lupien, Mathieu; Dick, John E.; Trumpp, Andreas; Spitz, Francois								A Myc enhancer cluster regulates normal and leukaemic haematopoietic stem cell hierarchies								NATURE				553	7689			515	+		10.1038/nature25193			JAN 25 2018	2018										46							WOS:000423971100043		
J	Kaufmann, Eva; Sanz, Joaquin; Dunn, Jonathan L.; Khan, Nargis; Mendonca, Laura E.; Pacis, Alain; Tzelepis, Fanny; Pernet, Erwan; Dumaine, Anne; Grenier, Jean-Christophe; Mailhot-Leonard, Florence; Ahmed, Eisha; Belle, Jad; Besla, Rickvinder; Mazer, Bruce; King, Irah L.; Nijnik, Anastasia; Robbins, Clinton S.; Barreiro, Luis B.; Divangahi, Maziar								BCG Educates Hematopoietic Stem Cells to Generate Protective Innate Immunity against Tuberculosis								CELL				172	1-2			176	+		10.1016/j.cell.2017.12.031			JAN 11 2018	2018										119							WOS:000419840100018		
J	Garaycoechea, Juan I.; Crossan, Gerry P.; Langevin, Frederic; Mulderrig, Lee; Louzada, Sandra; Yang, Fentang; Guilbaud, Guillaume; Park, Naomi; Roerink, Sophie; Nik-Zainal, Serena; Stratton, Michael R.; Patel, Ketan J.								Alcohol and endogenous aldehydes damage chromosomes and mutate stem cells								NATURE				553	7687			171	+		10.1038/nature25154			JAN 11 2018	2018										59							WOS:000419794800029		
J	Karamitros, Dimitris; Stoilova, Bilyana; Aboukhalil, Zahra; Hamey, Fiona; Reinisch, Andreas; Samitsch, Marina; Quek, Lynn; Otto, Georg; Repapi, Emmanouela; Doondeea, Jessica; Usukhbayar, Batchimeg; Calvo, Julien; Taylor, Stephen; Goardon, Nicolas; Six, Emmanuelle; Pflumio, Francoise; Porcher, Catherine; Majeti, Ravindra; Gottgens, Berthold; Vyas, Paresh								Single-cell analysis reveals the continuum of human lympho-myeloid progenitor cells								NATURE IMMUNOLOGY				19	1			85	+		10.1038/s41590-017-0001-2			JAN 2018	2018										33							WOS:000419765300016		
J	Jalbert, Emilie; Pietras, Eric M.								Analysis of Murine Hematopoietic Stem Cell Proliferation During Inflammation								Methods in Molecular Biology				1686				183	200		10.1007/978-1-4939-7371-2_14			2018	2018										0							WOS:000431978400015		
J	Lipka, Daniel B.; Witte, Tania; Toth, Reka; Yang, Jing; Wiesenfarth, Manuel; Noellke, Peter; Fischer, Alexandra; Brocks, David; Gu, Zuguang; Park, Jeongbin; Strahm, Brigitte; Wlodarski, Marcin; Yoshimi, Ayami; Claus, Rainer; Luebbert, Michael; Busch, Hauke; Boerries, Melanie; Hartmann, Mark; Schoenung, Maximilian; Kilik, Umut; Langstein, Jens; Wierzbinska, Justyna A.; Pabst, Caroline; Garg, Swati; Catala, Albert; De Moerloose, Barbara; Dworzak, Michael; Hasle, Henrik; Locatelli, Franco; Masetti, Riccardo; Schmugge, Markus; Smith, Owen; Stary, Jan; Ussowicz, Marek; van den Heuvel-Eibrink, Marry M.; Assenov, Yassen; Schlesner, Matthias; Niemeyer, Charlotte; Flotho, Christian; Plass, Christoph								RAS-pathway mutation patterns define epigenetic subclasses in juvenile myelomonocytic leukemia								NATURE COMMUNICATIONS				8						2126	10.1038/s41467-017-02177-w			DEC 19 2017	2017										12							WOS:000418335100001		
J	Stieglitz, Elliot; Mazor, Tali; Olshen, Adam B.; Geng, Huimin; Gelston, Laura C.; Akutagawa, Jon; Lipka, Daniel B.; Plass, Christoph; Flotho, Christian; Chehab, Farid F.; Braun, Benjamin S.; Costello, Joseph F.; Loh, Mignon L.								Genome-wide DNA methylation is predictive of outcome in juvenile myelomonocytic leukemia								NATURE COMMUNICATIONS				8						2127	10.1038/s41467-017-02178-9			DEC 19 2017	2017										13							WOS:000418335100002		
J	Shiozawa, Yusuke; Malcovati, Luca; Galli, Anna; Pellagatti, Andrea; Karimi, Mohsen; Sato-Otsubo, Aiko; Sato, Yusuke; Suzuki, Hiromichi; Yoshizato, Tetsuichi; Yoshida, Kenichi; Shiraishi, Yuichi; Chiba, Kenichi; Makishima, Hideki; Boultwood, Jacqueline; Hellstrom-Lindberg, Eva; Miyano, Satoru; Cazzola, Mario; Ogawa, Seishi								Gene expression and risk of leukemic transformation in myelodysplasia								BLOOD				130	24			2642	2653		10.1182/blood-2017-05-783050			DEC 14 2017	2017										14							WOS:000417919800013		
J	Jassinskaja, Maria; Johansson, Emil; Kristiansen, Trine Ahn; Akerstrand, Hugo; Sjoholm, Kristoffer; Hauri, Simon; Malmstrom, Johan; Yuan, Joan; Hansson, Jenny								Comprehensive Proteomic Characterization of Ontogenic Changes in Hematopoietic Stem and Progenitor Cells								CELL REPORTS				21	11			3285	3297		10.1016/j.celrep.2017.11.070			DEC 12 2017	2017										3							WOS:000417849000024		
J	Matsuda, Fumio; Toya, Yoshihiro; Shimizu, Hiroshi								Learning from quantitative data to understand central carbon metabolism								BIOTECHNOLOGY ADVANCES				35	8			971	980		10.1016/j.biotechadv.2017.09.006			DEC 2017	2017										6							WOS:000419410800005		
J	Pal, Bhupinder; Chen, Yunshun; Vaillant, Francois; Jamieson, Paul; Gordon, Lavinia; Rios, Anne C.; Wilcox, Stephen; Fu, Naiyang; Liu, Kevin He; Jackling, Felicity C.; Davis, Melissa J.; Lindeman, Geoffrey J.; Smyth, Gordon K.; Visvader, Jane E.								Construction of developmental lineage relationships in the mouse mammary gland by single-cell RNA profiling								NATURE COMMUNICATIONS				8						1627	10.1038/s41467-017-01560-x			NOV 20 2017	2017										37							WOS:000415759900010		
J	Ye, Buqing; Liu, Benyu; Yang, Liuliu; Huang, Guanling; Hao, Lu; Xia, Pengyan; Wang, Shuo; Du, Ying; Qin, Xiwen; Zhu, Pingping; Wu, Jiayi; Sakaguchi, Nobuo; Zhang, Junyan; Fan, Zusen								Suppression of SRCAP chromatin remodelling complex and restriction of lymphoid lineage commitment by Pcid2								NATURE COMMUNICATIONS				8						1518	10.1038/s41467-017-01788-7			NOV 15 2017	2017										5							WOS:000415262500006		
J	Radtke, Stefan; Adair, Jennifer E.; Giese, Morgan A.; Chan, Yan-Yi; Norgaard, Zachary K.; Enstrom, Mark; Haworth, Kevin G.; Schefter, Lauren E.; Kiem, Hans-Peter								A distinct hematopoietic stem cell population for rapid multilineage engraftment in nonhuman primates								SCIENCE TRANSLATIONAL MEDICINE				9	414					eaan1145	10.1126/scitranslmed.aan1145			NOV 1 2017	2017										23							WOS:000414128500002		
J	Pietras, Eric M.								Inflammation: a key regulator of hematopoietic stem cell fate in health and disease								BLOOD				130	15			1693	1698		10.1182/blood-2017-06-780882			OCT 12 2017	2017										47							WOS:000412820200006		
J	Yang, Lina; Liu, Li; Gao, Hong; Pinnamaneni, Jaya Pratap; Sanagasetti, Deepthi; Singh, Vivek P.; Wang, Kai; Mathison, Megumi; Zhang, Qianzi; Chen, Fengju; Mo, Qianxing; Rosengart, Todd; Yang, Jianchang								The stem cell factor SALL4 is an essential transcriptional regulator in mixed lineage leukemia-rearranged leukemogenesis								JOURNAL OF HEMATOLOGY & ONCOLOGY				10						159	10.1186/s13045-017-0531-y			OCT 3 2017	2017										4							WOS:000412071900002		
J	Abazova, Nade; Krijgsveld, Jeroen								Advances in stem cell proteomics								CURRENT OPINION IN GENETICS & DEVELOPMENT				46				149	155		10.1016/j.gde.2017.07.007			OCT 2017	2017										3							WOS:000411955300019		
J	Delacher, Michael; Imbusch, Charles D.; Weichenhan, Dieter; Breiling, Achim; Hotz-Wagenblatt, Agnes; Traeger, Ulrike; Hofer, Ann-Cathrin; Kaegebein, Danny; Wang, Qi; Frauhammer, Felix; Mallm, Jan-Philipp; Bauer, Katharina; Herrmann, Carl; Lang, Philipp A.; Brors, Benedikt; Plass, Christoph; Feuerer, Markus								Genome-wide DNA-methylation landscape defines specialization of regulatory T cells in tissues								NATURE IMMUNOLOGY				18	10			1160	+		10.1038/ni.3799			OCT 2017	2017										47							WOS:000411134000020		
J	Zhang, Benyue; Oyewole-Said, Damilola; Zou, Jun; Willliams, Ifor R.; Gewirtz, Andrew T.								TLR5 signaling in murine bone marrow induces hematopoietic progenitor cell proliferation and aids survival from radiation								BLOOD ADVANCES				1	21			1796	1806		10.1182/bloodadvances.2017006981			SEP 26 2017	2017										0							WOS:000410641300003		
J	Zhou, Jia; Sears, Renee L.; Xing, Xiaoyun; Zhang, Bo; Li, Daofeng; Rockweiler, Nicole B.; Jang, Hyo Sik; Choudhary, Mayank N. K.; Lee, Hyung Joo; Lowdon, Rebecca F.; Arand, Jason; Tabers, Brianne; Gu, C. Charles; Cicero, Theodore J.; Wang, Ting								Tissue-specific DNA methylation is conserved across human, mouse, and rat, and driven by primary sequence conservation								BMC GENOMICS				18						724	10.1186/s12864-017-4115-6			SEP 12 2017	2017										8							WOS:000410587700005		
J	Ali, Mohamed A. E.; Fuse, Kyoko; Tadokoro, Yuko; Hoshii, Takayuki; Ueno, Masaya; Kobayashi, Masahiko; Nomura, Naho; Vu, Ha Thi; Peng, Hui; Hegazy, Ahmed M.; Masuko, Masayoshi; Sone, Hirohito; Arai, Fumio; Tajima, Atsushi; Hirao, Atsushi								Functional dissection of hematopoietic stem cell populations with a stemness-monitoring system based on NS-GFP transgene expression								SCIENTIFIC REPORTS				7						11442	10.1038/s41598-017-11909-3			SEP 12 2017	2017										8							WOS:000410297900156		
J	Delas, M. Joaquina; Sabin, Leah R.; Dolzhenko, Egor; Knott, Simon R. V.; Maravilla, Ester Munera; Jackson, Benjamin T.; Wild, Sophia A.; Kovacevic, Tatjana; Stork, Eva Maria; Zhou, Meng; Erard, Nicolas; Lee, Emily; Kelleys, David R.; Roth, Mareike; Barbosa, Ines A. M.; Zuber, Johannes; Rinn, John L.; Smith, Andrew D.; Hannon, Gregory J.								IncRNA requirements for mouse acute myeloid leukemia and normal differentiation								ELIFE				6						e25607	10.7554/eLife.25607.001			SEP 6 2017	2017										16							WOS:000411875200001		
J	Zhang, Bing; Hsu, Ya-Chieh								Emerging roles of transit-amplifying cells in tissue regeneration and cancer								WILEY INTERDISCIPLINARY REVIEWS-DEVELOPMENTAL BIOLOGY				6	5					e282	10.1002/wdev.282			SEP-OCT 2017	2017										4							WOS:000407849400004		
J	Pilzecker, Bas; Buoninfante, Olimpia Alessandra; van den Berk, Paul; Lancini, Cesare; Song, Ji-Ying; Citterio, Elisabetta; Jacobs, Heinz								DNA damage tolerance in hematopoietic stem and progenitor cells in mice								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				114	33			E6875	E6883		10.1073/pnas.1706508114			AUG 15 2017	2017										10							WOS:000407610400020		
J	Macpherson, Andrew J.; de Agueero, Mercedes Gomez; Ganal-Vonarburg, Stephanie C.								How nutrition and the maternal microbiota shape the neonatal immune system								NATURE REVIEWS IMMUNOLOGY				17	8			508	517		10.1038/nri.2017.58			AUG 2017	2017										73							WOS:000406426200010		
J	Liu, Wei; Chen, Maoshan; Bai, Lijun; Zhuang, Zhenhua; Fan, Chao; Jiang, Nonghui; Zhao, Junsheng; Ma, Shuaipeng; Xiang, Xu								Comprehensive transcriptomics and proteomics analyses of pollinated and parthenocarpic litchi (Litchi chinensis Sonn.) fruits during early development								SCIENTIFIC REPORTS				7						5401	10.1038/s41598-017-05724-z			JUL 14 2017	2017										8							WOS:000405464200038		
J	Kurkewich, Jeffrey L.; Hansen, Justin; Klopfenstein, Nathan; Zhang, Helen; Wood, Christian; Boucher, Austin; Hickman, Joseph; Muench, David E.; Grimes, H. Leighton; Dahl, Richard								The miR-23a similar to 27a similar to 24-2 microRNA cluster buffers transcription and signaling pathways during hematopoiesis								PLOS GENETICS				13	7					e1006887	10.1371/journal.pgen.1006887			JUL 2017	2017										13							WOS:000406615300026		
J	Karigane, Daiki; Takubo, Keiyo								Metabolic regulation of hematopoietic and leukemic stem/progenitor cells under homeostatic and stress conditions								INTERNATIONAL JOURNAL OF HEMATOLOGY				106	1			18	26		10.1007/s12185-017-2261-x			JUL 2017	2017										9							WOS:000404007400004		
J	Takizawa, Hitoshi; Manz, Markus G.								Impact of inflammation on early hematopoiesis and the microenvironment								INTERNATIONAL JOURNAL OF HEMATOLOGY				106	1			27	33		10.1007/s12185-017-2266-5			JUL 2017	2017										5							WOS:000404007400005		
J	Delas, M. Joaquina; Hannon, Gregory J.								IncRNAs in development and disease: from functions to mechanisms								OPEN BIOLOGY				7	7					170121	10.1098/rsob.170121			JUL 2017	2017										47							WOS:000406664500007		
J	Tormo, Aurelie; Khodayarian, Fatemeh; Cui, Yun; Al-Chami, Edouard; Kanjarawi, Reem; Noe, Beatriz; Wang, Huijie; Rafei, Moutih								Interleukin-21 promotes thymopoiesis recovery following hematopoietic stem cell transplantation								JOURNAL OF HEMATOLOGY & ONCOLOGY				10							10.1186/s13045-017-0490-3			JUN 14 2017	2017										6							WOS:000403226100001		
J	Hirche, Christoph; Frenz, Theresa; Haas, Simon F.; Doering, Marius; Borst, Katharina; Tegtmeyer, Pia-K.; Brizic, Ilija; Jordan, Stefan; Keyser, Kirsten; Chhatbar, Chintan; Pronk, Eline; Lin, Shuiping; Messerle, Martin; Jonjic, Stipan; Falk, Christine S.; Trumpp, Andreas; Essers, Marieke A. G.; Kalinke, Ulrich								Systemic Virus Infections Differentially Modulate Cell Cycle State and Functionality of Long-Term Hematopoietic Stem Cells In Vivo								CELL REPORTS				19	11			2345	2356		10.1016/j.celrep.2017.05.063			JUN 13 2017	2017										12							WOS:000403207700015		
J	Kokavec, Juraj; Zikmund, Tomas; Savvulidi, Filipp; Kulvait, Vojtech; Edelmann, Winfried; Skoultchi, Arthur I.; Stopka, Tomas								The ISWI ATPase Smarca5 (Snf2h) Is Required for Proliferation and Differentiation of Hematopoietic Stem and Progenitor Cells								STEM CELLS				35	6			1614	1623		10.1002/stem.2604			JUN 2017	2017										8							WOS:000402090800016		
J	Geis, Franziska K.; Galla, Melanie; Hoffmann, Dirk; Kuehle, Johannes; Zychlinski, Daniela; Maetzig, Tobias; Schott, Juliane W.; Schwarzer, Adrian; Goffinet, Christine; Goff, Stephen P.; Schambach, Axel								Potent and reversible lentiviral vector restriction in murine induced pluripotent stem cells								RETROVIROLOGY				14						34	10.1186/s12977-017-0358-1			MAY 31 2017	2017										7							WOS:000403296700001		
J	Cabezas-Wallscheid, Nina; Buettner, Florian; Sommerkamp, Pia; Klimmeck, Daniel; Ladel, Luisa; Thalheimer, Frederic B.; Pastor-Flores, Daniel; Roma, Leticia P.; Renders, Simon; Zeisberger, Petra; Przybylla, Adriana; Schoenberger, Katharina; Scognamiglio, Roberta; Altamura, Sandro; Florian, Carolina M.; Fawaz, Malak; Vonficht, Dominik; Tesio, Melania; Collier, Paul; Pavlinic, Dinko; Geiger, Hartmut; Schroeder, Timm; Benes, Vladimir; Dick, Tobias P.; Rieger, Michael A.; Stegle, Oliver; Trumpp, Andreas								Vitamin A-Retinoic Acid Signaling Regulates Hematopoietic Stem Cell Dormancy								CELL				169	5			807	+		10.1016/j.cell.2017.04.018			MAY 18 2017	2017										87							WOS:000401515900008		
J	Shi, Wei; Vu, Therese; Boucher, Didier; Biernacka, Anna; Nde, Jules; Pandita, Raj K.; Straube, Jasmin; Boyle, Glen M.; Al-Ejeh, Fares; Nag, Purba; Jeffery, Jessie; Harris, Janelle L.; Bain, Amanda L.; Grzelak, Marta; Skrzypczak, Magdalena; Mitra, Abhishek; Dojer, Norbert; Crosetto, Nicola; Cloonan, Nicole; Becherel, Olivier J.; Finnie, John; Skaar, Jeffrey R.; Walkley, Carl R.; Pandita, Tej K.; Rowicka, Maga; Ginalski, Krzysztof; Lane, Steven W.; Khanna, Kum Kum								Ssb1 and Ssb2 cooperate to regulate mouse hematopoietic stem and progenitor cells by resolving replicative stress								BLOOD				129	18			2479	2492		10.1182/blood-2016-06-725093			MAY 4 2017	2017										8							WOS:000400555800008		
J	Herault, Aurelie; Binnewies, Mikhail; Leong, Stephanie; Calero-Nieto, Fernando; Zhang, Si Yi; Kang, Yoon-A; Wang, Xiaonan; Pietras, Eric M.; Chu, S. Haihua; Barry-Holson, Keegan; Armstrong, Scott; Gottgens, Berthold; Passegue, Emmanuelle								Myeloid progenitor cluster formation drives emergency and leukaemic myelopoiesis								NATURE				544	7648			53	+		10.1038/nature21693			APR 6 2017	2017										40							WOS:000398323300031		
J	Will, Thorsten; Helms, Volkhard								Rewiring of the inferred protein interactome during blood development studied with the tool PPICompare								BMC SYSTEMS BIOLOGY				11						44	10.1186/s12918-017-0400-x			APR 4 2017	2017										0							WOS:000399707000003		
J	Biechonski, Shahar; Yassin, Muhammad; Milyavsky, Michael								DNA-damage response in hematopoietic stem cells: an evolutionary trade-off between blood regeneration and leukemia suppression								CARCINOGENESIS				38	4			367	377		10.1093/carcin/bgx002			APR 2017	2017										5							WOS:000398840800003		
J	Benetatos, Leonidas; Voulgaris, Evangelos; Vartholomatos, Georgios								The crosstalk between long non-coding RNAs and PI3K in cancer								MEDICAL ONCOLOGY				34	3					39	10.1007/s12032-017-0897-2			MAR 2017	2017										5							WOS:000394277700009		
J	Yang, Jennifer; Tanaka, Yoshiaki; Seay, Montrell; Li, Zhen; Jin, Jiaqi; Garmire, Lana Xia; Zhu, Xun; Taylor, Ashley; Li, Weidong; Euskirchen, Ghia; Halene, Stephanie; Kluger, Yuval; Snyder, Michael P.; Park, In-Hyun; Pan, Xinghua; Weissman, Sherman Morton								Single cell transcriptomics reveals unanticipated features of early hematopoietic precursors								NUCLEIC ACIDS RESEARCH				45	3			1281	1296		10.1093/nar/gkw1214			FEB 2017	2017										16							WOS:000397008000025		
