PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Pillman, Katherine A.; Phillips, Caroline A.; Roslan, Suraya; Toubia, John; Dredge, B. Kate; Bert, Andrew G.; Lumb, Rachael; Neumann, Daniel P.; Li, Xiaochun; Conn, Simon J.; Liu, Dawei; Bracken, Cameron P.; Lawrence, David M.; Stylianou, Nataly; Schreiber, Andreas W.; Tilley, Wayne D.; Hollier, Brett G.; Khew-Goodall, Yeesim; Selth, Luke A.; Goodall, Gregory J.; Gregory, Philip A.								miR-200/375 control epithelial plasticity-associated alternative splicing by repressing the RNA-binding protein Quaking								EMBO JOURNAL				37	13					e99016	10.15252/embj.201899016			JUL 2 2018	2018										14							WOS:000436944400009		
J	Chen, Qiuyue; Han, Yingjia; Liu, Haijun; Wang, Xufeng; Sun, Jiamin; Zhao, Binghao; Li, Weiya; Tian, Jinge; Liang, Yameng; Yan, Jianbing; Yang, Xiaohong; Tian, Feng								Genome-Wide Association Analyses Reveal the Importance of Alternative Splicing in Diversifying Gene Function and Regulating Phenotypic Variation in Maize								PLANT CELL				30	7			1404	1423		10.1105/tpc.18.00109			JUL 2018	2018										6							WOS:000441293400008		
J	Kim, Dohyup; Minhas, Bushra F.; Li-Byarlay, Hongmei; Hansen, Allison K.								Key Transport and Ammonia Recycling Genes Involved in Aphid Symbiosis Respond to Host-Plant Specialization								G3-GENES GENOMES GENETICS				8	7			2433	2443		10.1534/g3.118.200297			JUL 2018	2018										4							WOS:000440326400029		
J	Cannizzaro, Ester; Bannister, Andrew John; Han, Namshik; Alendar, Andrej; Kouzarides, Tony								DDX3X RNA helicase affects breast cancer cell cycle progression by regulating expression of KLF4								FEBS LETTERS				592	13			2308	2322		10.1002/1873-3468.13106			JUL 2018	2018										2							WOS:000438719600012		
J	Nguyen, Hai; Das, Urmi; Wang, Benjamin; Xie, Jiuyong								The matrices and constraints of GT/AG splice sites of more than 1000 species/lineages								GENE				660				92	101		10.1016/j.gene.2018.03.031			JUN 20 2018	2018										4							WOS:000432881700011		
J	Pacini, Clare; Koziol, Magdalena J.								Bioinformatics challenges and perspectives when studying the effect of epigenetic modifications on alternative splicing								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				373	1748					20170073	10.1098/rstb.2017.0073			JUN 5 2018	2018										3							WOS:000430738400007		
J	Xiao, Zhengtao; Huang, Rongyao; Xing, Xudong; Chen, Yuling; Deng, Haiteng; Yang, Xuerui								De novo annotation and characterization of the translatome with ribosome profiling data								NUCLEIC ACIDS RESEARCH				46	10					e61	10.1093/nar/gky179			JUN 1 2018	2018										8							WOS:000438329100004		
J	Srivastava, Renu; Li, Zhaoxia; Russo, Giulia; Tang, Jie; Bi, Ran; Muppirala, Usha; Chudalayandi, Sivanandan; Severin, Andrew; He, Mingze; Vaitkevicius, Samuel I.; Lawrence-Dill, Carolyn J.; Liu, Peng; Stapleton, Ann E.; Bassham, Diane C.; Brandizzi, Federica; Howell, Stephen H.								Response to Persistent ER Stress in Plants: A Multiphasic Process That Transitions Cells from Prosurvival Activities to Cell Death								PLANT CELL				30	6			1220	1242		10.1105/tpc.18.00153			JUN 2018	2018										9							WOS:000438379300008		
J	Aufiero, Simona; van den Hoogenhof, Maarten M. G.; Reckman, Yolan J.; Beqqali, Abdelaziz; van der Made, Ingeborg; Kluin, Jolanda; Khan, Mohsin A. F.; Pinto, Yigal M.; Creemers, Esther E.								Cardiac circRNAs arise mainly from constitutive exons rather than alternatively spliced exons								RNA				24	6			815	827		10.1261/rna.064394.117			JUN 2018	2018										12							WOS:000436090100006		
J	Szlavicz, Eszter; Olah, Peter; Szabo, Kornelia; Pagani, Franco; Bata-Csorgo, Zsuzsanna; Kemeny, Lajos; Szell, Marta								Analysis of psoriasis-relevant gene expression and exon usage alterations after silencing of SR-rich splicing regulators								EXPERIMENTAL DERMATOLOGY				27	6			656	662		10.1111/exd.13530			JUN 2018	2018										1							WOS:000435937100009		
J	Lei, Lei; Cao, Wenguang; Liu, Ling; Das, Urmi; Wu, Yujia; Liu, Guodong; Sohail, Muhammad; Chen, Yangjun; Xie, Jiuyong								Multilevel Differential Control of Hormone Gene Expression Programs by hnRNP L and LL in Pituitary Cells								MOLECULAR AND CELLULAR BIOLOGY				38	12					UNSP e00651	10.1128/MCB.00651-17			JUN 2018	2018										3							WOS:000433419600005		
J	Afsari, Bahman; Guo, Theresa; Considine, Michael; Florea, Liliana; Kagohara, Luciane T.; Stein-O'Brien, Genevieve L.; Kelley, Dylan; Flam, Emily; Zambo, Kristina D.; Ha, Patrick K.; Geman, Donald; Ochs, Michael F.; Califano, Joseph A.; Gaykalova, Daria A.; Favorov, Alexander V.; Fertig, Elana J.								Splice Expression Variation Analysis (SEVA) for inter-tumor heterogeneity of gene isoform usage in cancer								BIOINFORMATICS				34	11			1859	1867		10.1093/bioinformatics/bty004			JUN 1 2018	2018										2							WOS:000434108800008		
J	Zhao, Lili; Wu, Weisheng; Feng, Dai; Jiang, Hui; Nguyen, XuanLong								Bayesian Analysis of RNA-Seq Data Using a Family of Negative Binomial Models								BAYESIAN ANALYSIS				13	2			411	436		10.1214/17-BA1055			JUN 2018	2018										1							WOS:000429773000005		
J	Stilling, Roman M.; Moloney, Gerard M.; Ryan, Feargal J.; Hoban, Alan E.; Bastiaanssen, Thomaz F. S.; Shanahan, Fergus; Clarke, Gerard; Claesson, Marcus J.; Dinan, Timothy G.; Cryan, John F.								Social interaction-induced activation of RNA splicing in the amygdala of microbiome-deficient mice								ELIFE				7						e33070	10.7554/eLife.33070			MAY 29 2018	2018										16							WOS:000434766900001		
J	Van Moerbeke, Marijke; Kasim, Adetayo; Shkedy, Ziv								The Usage of Exon-Exon Splice Junctions for the Detection of Alternative Splicing using the REIDS model								SCIENTIFIC REPORTS				8						8331	10.1038/s41598-018-26695-9			MAY 29 2018	2018										0							WOS:000433291300034		
J	Ratnadiwakara, Madara; Archer, Stuart K.; Dent, Craig I.; De Los Mozos, Igor Ruiz; Beilharz, Traude H.; Knaupp, Anja S.; Nefzger, Christian M.; Polo, Jose M.; Anko, Minna-Liisa								SRSF3 promotes pluripotency through Nanog mRNA export and coordination of the pluripotency gene expression program								ELIFE				7						e37419	10.7554/eLife.37419			MAY 9 2018	2018										7							WOS:000432728700001		
J	Mugabo, Yves; Sadeghi, Mina; Fang, Nancy N.; Mayor, Thibault; Lim, Gareth E.								Elucidation of the 14-3-3 interactome reveals critical roles of RNA-splicing factors during adipogenesis								JOURNAL OF BIOLOGICAL CHEMISTRY				293	18			6736	6750		10.1074/jbc.M117.816272			MAY 4 2018	2018										2							WOS:000431487300010		
J	Davidson, Nadia M.; Oshlack, Alicia								Necklace: combining reference and assembled transcriptomes for more comprehensive RNA-Seq analysis								GIGASCIENCE				7	5						10.1093/gigascience/giy045			MAY 2 2018	2018										0							WOS:000438565400002		
J	Norton, Scott S.; Vaquero-Garcia, Jorge; Lahens, Nicholas F.; Grant, Gregory R.; Barash, Yoseph								Outlier detection for improved differential splicing quantification from RNA-Seq experiments with replicates								BIOINFORMATICS				34	9			1488	1497		10.1093/bioinformatics/btx790			MAY 1 2018	2018										6							WOS:000431509200007		
J	Yu, Jiangyong; Wang, Shuhang; Zhao, Wei; Duan, Jianchun; Wang, Zhijie; Chen, Hanxiao; Tian, Yanhua; Wang, Di; Zhao, Jun; An, Tongtong; Bai, Hua; Wu, Meina; Wang, Jie								Mechanistic Exploration of Cancer Stem Cell Marker Voltage-Dependent Calcium Channel alpha 2 delta 1 Subunit-mediated Chemotherapy Resistance in Small-Cell Lung Cancer								CLINICAL CANCER RESEARCH				24	9			2148	2158		10.1158/1078-0432.CCR-17-1932			MAY 1 2018	2018										11							WOS:000431300500015		
J	Singh, Irtisha; Lee, Shih-Han; Sperling, Adam S.; Samur, Mehmet K.; Tai, Yu-Tzu; Fulciniti, Mariateresa; Munshi, Nikhil C.; Mayr, Christine; Leslie, Christina S.								Widespread intronic polyadenylation diversifies immune cell transcriptomes								NATURE COMMUNICATIONS				9						1716	10.1038/s41467-018-04112-z			APR 30 2018	2018										20							WOS:000431113000004		
J	Aguiar, Derek; Cheng, Li-Fang; Dumitrascu, Bianca; Mordelet, Fantine; Pai, Athma A.; Engelhardt, Barbara E.								Bayesian nonparametric discovery of isoforms and individual specific quantification								NATURE COMMUNICATIONS				9						1681	10.1038/s41467-018-03402-w			APR 27 2018	2018										0							WOS:000431008300001		
J	Wirka, Robert C.; Pjanic, Milos; Quertermous, Thomas								Advances in Transcriptomics Investigating Cardiovascular Disease at Unprecedented Resolution								CIRCULATION RESEARCH				122	9			1200	1220		10.1161/CIRCRESAHA.117.310910			APR 27 2018	2018										6							WOS:000435406500006		
J	Gervasi, Fabio; Ferrante, Patrizia; Dettori, Maria Teresa; Scortichini, Marco; Verde, Ignazio								Transcriptome reprogramming of resistant and susceptible peach genotypes during Xanthomonas arboricola pv. pruni early leaf infection								PLOS ONE				13	4					e0196590	10.1371/journal.pone.0196590			APR 26 2018	2018										1							WOS:000431007600104		
J	Zhang, Di; Rennhack, Jonathan; Andrechek, Eran R.; Rockwell, Cheryl E.; Liby, Karen T.								Identification of an Unfavorable Immune Signature in Advanced Lung Tumors from Nrf2-Deficient Mice								ANTIOXIDANTS & REDOX SIGNALING				29	16			1535	1552		10.1089/ars.2017.7201			DEC 2018	2018										4							WOS:000430152700001		
J	Yi, Lynn; Pimentel, Harold; Bray, Nicolas L.; Pachter, Lior								Gene-level differential analysis at transcript-level resolution								GENOME BIOLOGY				19						53	10.1186/s13059-018-1419-z			APR 12 2018	2018										6							WOS:000430443800002		
J	Oghabian, Ali; Greco, Dario; Frilander, Mikko J.								IntEREst: intron-exon retention estimator								BMC BIOINFORMATICS				19						130	10.1186/s12859-018-2122-5			APR 11 2018	2018										3							WOS:000431023300005		
J	Black, Markaisa; Milewski, David; Le, Tien; Ren, Xiaomeng; Xu, Yan; Kalinichenko, Vladimir V.; Kalin, Tanya V.								FOXF1 Inhibits Pulmonary Fibrosis by Preventing CDH2-CDH11 Cadherin Switch in Myofibroblasts								CELL REPORTS				23	2			442	458		10.1016/j.celrep.2018.03.067			APR 10 2018	2018										9							WOS:000429866600010		
J	Corsini, Nina S.; Peer, Angela M.; Moeseneder, Paul; Roiuk, Mykola; Burkard, Thomas R.; Theussl, Hans-Christian; Moll, Isabella; Knoblich, Juergen A.								Coordinated Control of mRNA and rRNA Processing Controls Embryonic Stem Cell Pluripotency and Differentiation								CELL STEM CELL				22	4			543	+		10.1016/j.stem.2018.03.002			APR 5 2018	2018										1							WOS:000429320900013		
J	Perez, Yonatan; Menascu, Shay; Cohen, Idan; Kadir, Rotem; Basha, Omer; Shorer, Zamir; Romi, Hila; Meiri, Gal; Rabinski, Tatiana; Ofir, Rivka; Yeger-Lotem, Esti; Birk, Ohad S.								RSRC1 mutation affects intellect and behaviour through aberrant splicing and transcription, downregulating IGFBP3								BRAIN				141				961	970		10.1093/brain/awy045			APR 2018	2018										3							WOS:000429030300022		
J	Ha, Kevin C. H.; Blencowe, Benjamin J.; Morris, Quaid								QAPA: a new method for the systematic analysis of alternative polyadenylation from RNA-seq data								GENOME BIOLOGY				19						45	10.1186/s13059-018-1414-4			MAR 28 2018	2018										13							WOS:000428577100002		
J	Trincado, Juan L.; Entizne, Juan C.; Hysenaj, Gerald; Singh, Babita; Skalic, Miha; Elliott, David J.; Eyras, Eduardo								SUPPA2: fast, accurate, and uncertainty-aware differential splicing analysis across multiple conditions								GENOME BIOLOGY				19						40	10.1186/s13059-018-1417-1			MAR 23 2018	2018										23							WOS:000428574700001		
J	Houreh, Mandana Baharlou; Kalkhajeh, Payam Ghorbani; Niazi, Ali; Ebrahimi, Faezeh; Ebrahimie, Esmaeil								SpliceDetector: a software for detection of alternative splicing events in human and model organisms directly from transcript IDs								SCIENTIFIC REPORTS				8						5063	10.1038/s41598-018-23245-1			MAR 22 2018	2018										1							WOS:000428034400014		
J	Doose, Gero; Bernhart, Stephan H.; Wagener, Rabea; Hoffmann, Steve								DIEGO: detection of differential alternative splicing using Aitchison's geometry								BIOINFORMATICS				34	6			1066	1068		10.1093/bioinformatics/btx690			MAR 15 2018	2018										2							WOS:000427887200031		
J	Signal, Bethany; Gloss, Brian S.; Dinger, Marcel E.; Mercer, Tim R.								Machine learning annotation of human branchpoints								BIOINFORMATICS				34	6			920	927		10.1093/bioinformatics/btx688			MAR 15 2018	2018										8							WOS:000427887200003		
J	Domenger, Claire; Allais, Marine; Francois, Virginie; Leger, Adrien; Lecomte, Emilie; Montus, Marie; Servais, Laurent; Voit, Thomas; Moullier, Philippe; Audic, Yann; Le Guiner, Caroline								RNA-Seq Analysis of an Antisense Sequence Optimized for Exon Skipping in Duchenne Patients Reveals No Off-Target Effect								MOLECULAR THERAPY-NUCLEIC ACIDS				10				277	291		10.1016/j.omtn.2017.12.008			MAR 10 2018	2018										0							WOS:000426566800024		
J	Benoit-Pilven, Clara; Marchet, Camille; Chautard, Emilie; Lima, Leandro; Lambert, Marie-Pierre; Sacomoto, Gustavo; Rey, Amandine; Cologne, Audric; Terrone, Sophie; Dulaurier, Louis; Claude, Jean-Baptiste; Bourgeois, Cyril F.; Auboeuf, Didier; Lacroix, Vincent								Complementarity of assembly-first and mapping-first approaches for alternative splicing annotation and differential analysis from RNAseq data								SCIENTIFIC REPORTS				8						4307	10.1038/s41598-018-21770-7			MAR 9 2018	2018										5							WOS:000427025100004		
J	Rhoads, Timothy W.; Burhans, Maggie S.; Chen, Vincent B.; Hutchins, Paul D.; Rush, Matthew J. P.; Clark, Josef P.; Stark, Jaime L.; McIlwain, Sean J.; Eghbalnia, Hamid R.; Pavelec, Derek M.; Ong, Irene M.; Denu, John M.; Markley, John L.; Coon, Joshua J.; Colman, Ricki J.; Anderson, Rozalyn M.								Caloric Restriction Engages Hepatic RNA Processing Mechanisms in Rhesus Monkeys								CELL METABOLISM				27	3			677	+		10.1016/j.cmet.2018.01.014			MAR 6 2018	2018										12							WOS:000426936200019		
J	Kroeze, Yvet; Oti, Martin; van Beusekom, Ellen; Cooijmans, Roel H. M.; van Bokhoven, Hans; Kolk, Sharon M.; Homberg, Judith R.; Zhou, Huiqing								Transcriptome Analysis Identifies Multifaceted Regulatory Mechanisms Dictating a Genetic Switch from Neuronal Network Establishment to Maintenance During Postnatal Prefrontal Cortex Development								CEREBRAL CORTEX				28	3			833	851		10.1093/cercor/bhw407			MAR 2018	2018										5							WOS:000426817600003		
J	Mendes, Niege S.; Bitencourt, Tamires A.; Sanches, Pablo R.; Silva-Rocha, Rafael; Martinez-Rossi, Nilce M.; Rossi, Antonio								Transcriptome-wide survey of gene expression changes and alternative splicing in Trichophyton rubrum in response to undecanoic acid								SCIENTIFIC REPORTS				8						2520	10.1038/s41598-018-20738-x			FEB 6 2018	2018										6							WOS:000424189500007		
J	Cieslik, Marcin; Chinnaiyan, Arul M.								Cancer transcriptome profiling at the juncture of clinical translation								NATURE REVIEWS GENETICS				19	2			93	109		10.1038/nrg.2017.96			FEB 2018	2018										41							WOS:000422663500007		
J	Luan, Yizhao; Ou, Jingxing; Kunze, Vincent P.; Qiao, Fengyu; Wang, Yan; Wei, Lai; Li, Wei; Xie, Zhi								Integrated transcriptomic and metabolomic analysis reveals adaptive changes of hibernating retinas								JOURNAL OF CELLULAR PHYSIOLOGY				233	2			1434	1445		10.1002/jcp.26030			FEB 2018	2018										4							WOS:000414593500063		
J	Reyes, Alejandro; Huber, Wolfgang								Alternative start and termination sites of transcription drive most transcript isoform differences across human tissues								NUCLEIC ACIDS RESEARCH				46	2			582	592		10.1093/nar/gkx1165			JAN 25 2018	2018										29							WOS:000423812300014		
J	Xie, Shanshan; Yang, Xukai; Wang, Dehe; Zhu, Feng; Yang, Ning; Hou, Zhuocheng; Ning, Zhonghua								Thyroid transcriptome analysis reveals different adaptive responses to cold environmental conditions between two chicken breeds								PLOS ONE				13	1					e0191096	10.1371/journal.pone.0191096			JAN 10 2018	2018										1							WOS:000419689600086		
J	Kalisky, Tomer; Oriel, Sarit; Bar-Lev, Tali Hana; Ben-Haim, Nissim; Trink, Ariel; Wineberg, Yishay; Kanter, Itamar; Gilad, Shlomit; Pyne, Saumyadipta								A brief review of single-cell transcriptomic technologies								BRIEFINGS IN FUNCTIONAL GENOMICS				17	1			64	76		10.1093/bfgp/elx019			JAN 2018	2018										9							WOS:000423309600008		
J	Li, Yang I.; Knowles, David A.; Humphrey, Jack; Barbeira, Alvaro N.; Dickinson, Scott P.; Im, Hae Kyung; Pritchard, Jonathan K.								Annotation-free quantification of RNA splicing using LeafCutter								NATURE GENETICS				50	1			151	+		10.1038/s41588-017-0004-9			JAN 2018	2018										46							WOS:000423157400018		
J	Zhang, Yunqi; Carrion, Shane A.; Zhang, Yangzi; Zhang, Xiaohui; Zinski, Amy L.; Michal, Jennifer J.; Jiang, Zhihua								Alternative polyadenylation analysis in animals and plants: newly developed strategies for profiling, processing and validation								INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES				14	12			1709	1714		10.7150/ijbs.27168			2018	2018										1							WOS:000447937900011		
J	Xu, Yungang; Zhou, Xiaobo								Applications of Single-Cell Sequencing for Multiomics								Methods in Molecular Biology				1754				327	374		10.1007/978-1-4939-7717-8_19			2018	2018										3							WOS:000441023400020		
J	Mitra, Mithun; Lee, Ha Neul; Coller, Hilary A.								Determining Genome-wide Transcript Decay Rates in Proliferating and Quiescent Human Fibroblasts								JOVE-JOURNAL OF VISUALIZED EXPERIMENTS					131					e56423	10.3791/56423			JAN 2018	2018										2							WOS:000426095700043		
J	Ruiz-Velasco, Mariana; Kumar, Manjeet; Lai, Mang Ching; Bhat, Pooja; Solis-Pinson, Ana Belen; Reyes, Alejandro; Kleinsorg, Stefan; Noh, Kyung-Min; Gibson, Toby J.; Zaugg, Judith B.								CTCF-Mediated Chromatin Loops between Promoter and Gene Body Regulate Alternative Splicing across Individuals								CELL SYSTEMS				5	6			628	+		10.1016/j.cels.2017.10.018			DEC 27 2017	2017										11							WOS:000418800600013		
J	Fontes, Mariana M.; Guvenek, Aysegul; Kawaguchi, Riki; Zheng, Dinghai; Huang, Alden; Ho, Victoria M.; Chen, Patrick B.; Liu, Xiaochuan; O'Dell, Thomas J.; Coppola, Giovanni; Tian, Bin; Martin, Kelsey C.								Activity-Dependent Regulation of Alternative Cleavage and Polyadenylation During Hippocampal Long-Term Potentiation								SCIENTIFIC REPORTS				7						17377	10.1038/s41598-017-17407-w			DEC 12 2017	2017										10							WOS:000417689400001		
J	Ren, Hangxing; Wang, Gaofu; Jiang, Jing; Li, Jie; Fu, Lin; Liu, Liangjia; Li, Nianfu; Zhao, Jinhong; Sun, Xiaoyan; Zhang, Li; Zhang, Haiyan; Zhou, Peng								Comparative transcriptome and histological analyses provide insights into the prenatal skin pigmentation in goat (&ITCapra hircus&IT)								PHYSIOLOGICAL GENOMICS				49	12			703	711		10.1152/physiolgenomics.00072.2017			DEC 2017	2017										1							WOS:000418776100001		
J	Li, Qiyuan; Wang, Xian; Liu, Xiaopan; Liao, Qiuyan; Sun, Jianbo; He, Xuheng; Yang, Ting; Yin, Jiefang; Jia, Jia; Li, Xue; Colotte, Marthe; Bonnet, Jacques								Long-Term Room Temperature Storage of Dry Ribonucleic Acid for Use in RNA-Seq Analysis								BIOPRESERVATION AND BIOBANKING				15	6			502	511		10.1089/bio.2017.0024			DEC 2017	2017										1							WOS:000417629700003		
J	Papastamoulis, Panagiotis; Rattray, Magnus								Bayesian estimation of differential transcript usage from RNA-seq data								STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY				16	5-6			387	405		10.1515/sagmb-2017-0005			DEC 2017	2017										1							WOS:000416100600006		
J	Fuschi, Paola; Carrara, Matteo; Voellenkle, Christine; Garcia-Manteiga, Jose Manuel; Righini, Paolo; Maimone, Biagina; Sangalli, Elena; Villa, Francesco; Specchia, Claudia; Picozza, Mario; Nano, Giovanni; Gaetano, Carlo; Spinetti, Gaia; Puca, Annibale A.; Magenta, Alessandra; Martelli, Fabio								Central role of the p53 pathway in the noncoding-RNA response to oxidative stress								AGING-US				9	12			2559	2586		10.18632/aging.101341			DEC 2017	2017										14							WOS:000418910700017		
J	Liu, Xiaochuan; Freitas, Jaime; Zheng, Dinghai; Oliveira, Marta S.; Hoque, Mainul; Martins, Torcato; Henriques, Telmo; Tian, Bin; Moreira, Alexandra								Transcription elongation rate has a tissue-specific impact on alternative cleavage and polyadenylation in Drosophila melanogaster								RNA				23	12			1807	1816		10.1261/rna.062661.117			DEC 2017	2017										10							WOS:000415372800007		
J	Sen, Arko; Gurdziel, Katherine; Liu, Jenney; Qu, Wen; Nuga, Oluwademi O.; Burl, Rayanne B.; Huttemann, Maik; Pique-Regi, Roger; Ruden, Douglas. M.								Smooth, an hnRNP-L Homolog, Might Decrease Mitochondrial Metabolism by Post-Transcriptional Regulation of Isocitrate Dehydrogenase (Idh) and Other Metabolic Genes in the Sub-Acute Phase of Traumatic Brain Injury								FRONTIERS IN GENETICS				8						175	10.3389/fgene.2017.00175			NOV 15 2017	2017										3							WOS:000415173800001		
J	Li Hui; Guo Shuangshuang; Yu Jianning; Shi Zhendan								Systemic analysis of gene expression profiles in porcine granulosa cells during aging								ONCOTARGET				8	57			96588	96603		10.18632/oncotarget.21731			NOV 14 2017	2017										0							WOS:000419395000019		
J	Solomon, Oz; Di Segni, Ayelet; Cesarkas, Karen; Porath, Hagit T.; Marcu-Malina, Victoria; Mizrahi, Orel; Stern-Ginossar, Noam; Kol, Nitzan; Farage-Barhom, Sarit; Glick-Saar, Efrat; Lerenthal, Yaniv; Levanon, Erez Y.; Amariglio, Ninette; Unger, Ron; Goldstein, Itamar; Eyal, Eran; Rechavi, Gidi								RNA editing by ADAR1 leads to context-dependent transcriptome-wide changes in RNA secondary structure								NATURE COMMUNICATIONS				8						1440	10.1038/s41467-017-01458-8			NOV 13 2017	2017										8							WOS:000414915900002		
J	Tian, Yuan; Babor, Mariana; Lane, Jerome; Schulten, Veronique; Patil, Veena S.; Seumois, Gregory; Rosales, Sandy L.; Fu, Zheng; Picarda, Gaelle; Burel, Julie; Zapardiel-Gonzalo, Jose; Tennekoon, Rashika N.; De Silva, Aruna D.; Premawansa, Sunil; Premawansa, Gayani; Wijewickrama, Ananda; Greenbaum, Jason A.; Vijayanand, Pandurangan; Weiskopf, Daniela; Sette, Alessandro; Peters, Bjoern								Unique phenotypes and clonal expansions of human CD4 effector memory T cells re-expressing CD45RA								NATURE COMMUNICATIONS				8						1473	10.1038/s41467-017-01728-5			NOV 13 2017	2017										23							WOS:000414915900035		
J	McKenzie, Andrew T.; Moyon, Sarah; Wang, Minghui; Katsyv, Igor; Song, Won-Min; Zhou, Xianxiao; Dammer, Eric B.; Duong, Duc M.; Aaker, Joshua; Zhao, Yongzhong; Beckmann, Noam; Wang, Pei; Zhu, Jun; Lah, James J.; Seyfried, Nicholas T.; Levey, Allan I.; Katsel, Pavel; Haroutunian, Vahram; Schadt, Eric E.; Popko, Brian; Casaccia, Patrizia; Zhang, Bin								Multiscale network modeling of oligodendrocytes reveals molecular components of myelin dysregulation in Alzheimer's disease								MOLECULAR NEURODEGENERATION				12						82	10.1186/s13024-017-0219-3			NOV 6 2017	2017										12							WOS:000414488100001		
J	Bartosovic, Marek; Molares, Helena Covelo; Gregorova, Pavlina; Hrossova, Dominika; Kudla, Grzegorz; Vanacova, Stepanka								N6-methyladenosine demethylase FTO targets pre-mRNAs and regulates alternative splicing and 3'-end processing								NUCLEIC ACIDS RESEARCH				45	19			11356	11370		10.1093/nar/gkx778			NOV 2 2017	2017										60							WOS:000414552300037		
J	Zhou, Yi-Hui; Cichocki, Joseph A.; Soldatow, Valerie Y.; Scholl, Elizabeth H.; Gallins, Paul J.; Jima, Dereje; Yoo, Hong-Sik; Chiu, Weihsueh A.; Wright, Fred A.; Rusyn, Ivan								Editor's Highlight: Comparative Dose-Response Analysis of Liver and Kidney Transcriptomic Effects of Trichloroethylene and Tetrachloroethylene in B6C3F1 Mouse								TOXICOLOGICAL SCIENCES				160	1			95	110		10.1093/toxsci/kfx165			NOV 2017	2017										11							WOS:000414390700010		
J	Abramczuk, Monika K.; Burkard, Thomas R.; Rolland, Vivien; Steinmann, Victoria; Duchek, Peter; Jiang, Yanrui; Wissel, Sebastian; Reichert, Heinrich; Knoblich, Juergen A.								The splicing co-factor Barricade/Tat-SF1 is required for cell cycle and lineage progression in Drosophila neural stem cells								DEVELOPMENT				144	21			3932	3945		10.1242/dev.152199			NOV 1 2017	2017										7							WOS:000414025600008		
J	Zhang, Lei; Liu, XiaoRui; Liu, JunZe; Ma, Li; Zhou, ZhanQin; Song, YuXuan; Cao, BinYun								The developmental transcriptome landscape of receptive endometrium during embryo implantation in dairy goats								GENE				633				82	95		10.1016/j.gene.2017.08.026			OCT 30 2017	2017										6							WOS:000412961400012		
J	Li, Naomi; Hebert, Steven; Song, Jingwen; Kleinman, Claudia L.; Richard, Stephane								Transcriptome profiling in preadipocytes identifies long noncoding RNAs as Sam68 targets								ONCOTARGET				8	47			81994	82005		10.18632/oncotarget.17813			OCT 10 2017	2017										5							WOS:000412683900031		
J	Braun, Christian J.; Stanciu, Monica; Boutz, Paul L.; Patterson, Jesse C.; Calligaris, David; Higuchi, Fumi; Neupane, Rachit; Fenoglio, Silvia; Cahill, Daniel P.; Wakimoto, Hiroaki; Agar, Nathalie Y. R.; Yaffe, Michael B.; Sharp, Phillip A.; Hemann, Michael T.; Lees, Jacqueline A.								Coordinated Splicing of Regulatory Detained Introns within Oncogenic Transcripts Creates an Exploitable Vulnerability in Malignant Glioma								CANCER CELL				32	4			411	+		10.1016/j.ccell.2017.08.018			OCT 9 2017	2017										31							WOS:000412566900007		
J	Parker, Margaret M.; Chase, Robert P.; Lamb, Andrew; Reyes, Alejandro; Saferali, Aabida; Yun, Jeong H.; Himes, Blanca E.; Silverman, Edwin K.; Hersh, Craig P.; Castaldi, Peter J.								RNA sequencing identifies novel non-coding RNA and exon-specific effects associated with cigarette smoking								BMC MEDICAL GENOMICS				10						58	10.1186/s12920-017-0295-9			OCT 6 2017	2017										14							WOS:000412466300002		
J	Wang, Huan; Bender, Aaron; Wang, Peng; Karakose, Esra; Inabnet, William B.; Libutti, Steven K.; Arnold, Andrew; Lambertini, Luca; Stang, Micheal; Chen, Herbert; Kasai, Yumi; Mahajan, Milind; Kinoshita, Yayoi; Fernandez-Ranvier, Gustavo; Becker, Thomas C.; Takane, Karen K.; Walker, Laura A.; Saul, Shira; Chen, Rong; Scott, Donald K.; Ferrer, Jorge; Antipin, Yevgeniy; Donovan, Michael; Uzilov, Andrew V.; Reva, Boris; Schadt, Eric E.; Losic, Bojan; Argmann, Carmen; Stewart, Andrew F.								Insights into beta cell regeneration for diabetes via integration of molecular landscapes in human insulinomas								NATURE COMMUNICATIONS				8						767	10.1038/s41467-017-00992-9			OCT 3 2017	2017										16							WOS:000412133600002		
J	Chae, Songhwa; Kim, Joung Sug; Jun, Kyong Mi; Lee, Sang-Bok; Kim, Myung Soon; Nahm, Baek Hie; Kim, Yeon-Ki								Analysis of Genes with Alternatively Spliced Transcripts in the Leaf, Root, Panicle and Seed of Rice Using a Long Oligomer Microarray and RNA-Seq								MOLECULES AND CELLS				40	10			714	730		10.14348/molcells.2017.2297			OCT 2017	2017										5							WOS:000416400200003		
