PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Weber, Axel; Dam, Sharmistha; Saul, Vera V.; Kuznetsova, Irina; Muller, Christin; Fritz-Wolf, Karin; Becker, Katja; Linne, Uwe; Gu, Hongbo; Stokes, Matthew P.; Pleschka, Stephan; Kracht, Michael; Schmitz, M. Lienhard								Phosphoproteome Analysis of Cells Infected with Adapted and Nonadapted Influenza A Virus Reveals Novel Pro- and Antiviral Signaling Networks								JOURNAL OF VIROLOGY				93	13					e00528-19	10.1128/JVI.00528-19			JUL 2019	2019										0							WOS:000471760000025		
J	Gabriel Roser, Leandro; Aguero, Fernan; Oscar Sanchez, Daniel								FastqCleaner: an interactive Bioconductor application for quality-control, filtering and trimming of FASTQ files								BMC BIOINFORMATICS				20						361	10.1186/s12859-019-2961-8			JUN 28 2019	2019										0							WOS:000473132400004		
J	Chowdhury, Debabrata; Alrefai, Hani; Figueroa, Julio A. Landero; Candor, Kathleen; Porollo, Aleksey; Fecher, Roger; Divanovic, Senad; Deepe, George S., Jr.; Vignesh, Kavitha Subramanian								Metallothionein 3 Controls the Phenotype and Metabolic Programming of Alternatively Activated Macrophages								CELL REPORTS				27	13			3873	+		10.1016/j.celrep.2019.05.093			JUN 25 2019	2019										0							WOS:000472715000015		
J	Liu, Song; Matsuzaki, Junko; Wei, Lei; Tsuji, Takemasa; Battaglia, Sebastiano; Hu, Qiang; Cortes, Eduardo; Wong, Laiping; Yan, Li; Long, Mark; Miliotto, Anthony; Bateman, Nicholas W.; Lele, Shashikant B.; Chodon, Thinle; Koya, Richard C.; Yao, Song; Zhu, Qianqian; Conrads, Thomas P.; Wang, Jianmin; Maxwell, George L.; Lugade, Amit A.; Odunsi, Kunle								Efficient identification of neoantigen-specific T-cell responses in advanced human ovarian cancer								JOURNAL FOR IMMUNOTHERAPY OF CANCER				7						156	10.1186/s40425-019-0629-6			JUN 20 2019	2019										5							WOS:000472493800002		
J	Roman-Canal, Berta; Tarragona, Jordi; Pablo Moiola, Cristian; Gatius, Sonia; Bonnin, Sarah; Ruiz-Miro, Maria; Enrique Sierra, Jose; Rufas, Maria; Gonzalez, Esperanza; Porcel, Jose M.; Gil-Moreno, Antonio; Falcon-Perez, Juan M.; Ponomarenko, Julia; Matias-Guiu, Xavier; Colas, Eva								EV-associated miRNAs from peritoneal lavage as potential diagnostic biomarkers in colorectal cancer								JOURNAL OF TRANSLATIONAL MEDICINE				17						208	10.1186/s12967-019-1954-8			JUN 20 2019	2019										1							WOS:000472534200003		
J	Ferguson, Fleur M.; Doctor, Zainab M.; Ficarro, Scott B.; Browne, Christopher M.; Marto, Jarrod A.; Johnson, Jared L.; Yaron, Tomer M.; Cantley, Lewis C.; Kim, Nam Doo; Sim, Taebo; Berberich, Matthew J.; Kalocsay, Marian; Sorger, Peter K.; Gray, Nathanael S.								Discovery of Covalent CDK14 Inhibitors with Pan-TAIRE Family Specificity								CELL CHEMICAL BIOLOGY				26	6			804	+		10.1016/j.chembiol.2019.02.015			JUN 20 2019	2019										1							WOS:000472159700004		
J	Seruggia, Davide; Oti, Martin; Tripathi, Pratibha; Canver, Matthew C.; LeBlanc, Lucy; Di Giammartino, Dafne C.; Bullen, Michael J.; Nefzger, Christian M.; Sun, Yu Bo Yang; Farouni, Rick; Polo, Jose M.; Pinello, Luca; Apostolou, Effie; Kim, Jonghwan; Orkin, Stuart H.; Das, Partha Pratim								TAF5L and TAF6L Maintain Self-Renewal of Embryonic Stem Cells via the MYC Regulatory Network								MOLECULAR CELL				74	6			1148	+		10.1016/j.molcel.2019.03.025			JUN 20 2019	2019										1							WOS:000472231600007		
J	Welchowski, Thomas; Zuber, Verena; Schmid, Matthias								Correlation-adjusted regression survival scores for high-dimensional variable selection								STATISTICS IN MEDICINE				38	13			2413	2427		10.1002/sim.8116			JUN 15 2019	2019										0							WOS:000466578800008		
J	Marini, Federico; Binder, Harald								pcaExplorer: an R/Bioconductor package for interacting with RNA-seq principal components								BMC BIOINFORMATICS				20						331	10.1186/s12859-019-2879-1			JUN 13 2019	2019										2							WOS:000471605500003		
J	Kaiser, Julia; Maibach, Martina; Salpeter, Iris; Hagenbuch, Niels; de Souza, Vladimir B. C.; Robinson, Mark D.; Schwab, Martin E.								The Spinal Transcriptome after Cortical Stroke: In Search of Molecular Factors Regulating Spontaneous Recovery in the Spinal Cord								JOURNAL OF NEUROSCIENCE				39	24			4714	4726		10.1523/JNEUROSCI.2571-18.2019			JUN 12 2019	2019										1							WOS:000471130300007		
J	Kuhlwilm, Martin; Boeckx, Cedric								A catalog of single nucleotide changes distinguishing modern humans from archaic hominins								SCIENTIFIC REPORTS				9						8463	10.1038/s41598-019-44877-x			JUN 11 2019	2019										3							WOS:000470962100027		
J	Perkins, Patrick; Mazzoni-Putman, Serina; Stepanova, Anna; Alonso, Jose; Heber, Steffen								RiboStreamR: a web application for quality control, analysis, and visualization of Ribo-seq data								BMC GENOMICS				20						422	10.1186/s12864-019-5700-7			JUN 6 2019	2019						7th IEEE International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)	OCT 19-21, 2017	IEEE	Orlando, FL	1							WOS:000472078200001		
J	Zhang, Hongyuan; Wei, Qingxia; Tsushima, Hidetoshi; Puviindran, Vijitha; Tang, Yuning J.; Pathmanapan, Sinthu; Poon, Raymond; Ramu, Eyal; Al-Jazrawe, Mushriq; Wunder, Jay; Alman, Benjamin A.								Intracellular cholesterol biosynthesis in enchondroma and chondrosarcoma								JCI INSIGHT				4	11					e121232	10.1172/jci.insight.127232			JUN 6 2019	2019										0							WOS:000470657800012		
J	Fursova, Nadezda A.; Blackledge, Neil P.; Nakayama, Manabu; Ito, Shinsuke; Koseki, Yoko; Farcas, Anca M.; King, Hamish W.; Koseki, Haruhiko; Klose, Robert J.								Synergy between Variant PRC1 Complexes Defines Polycomb-Mediated Gene Repression								MOLECULAR CELL				74	5			1020	+		10.1016/j.molcel.2019.03.024			JUN 6 2019	2019										15							WOS:000470249100015		
J	Roman-Canal, Berta; Moiola, Cristian Pablo; Gatius, Sonia; Bonnin, Sarah; Ruiz-Miro, Maria; Gonzalez, Esperanza; Gonzalez-Tallada, Xavier; Llordella, Ivanna; Hernandez, Isabel; Porcel, Jose M.; Gil-Moreno, Antonio; Falcon-Perez, Juan M.; Ponomarenko, Julia; Matias-Guiu, Xavier; Colas, Eva								EV-Associated miRNAs from Peritoneal Lavage are a Source of Biomarkers in Endometrial Cancer								CANCERS				11	6					839	10.3390/cancers11060839			JUN 2019	2019										2							WOS:000475351200103		
J	Barr, Tasha; Lewis, Sloan A.; Sureshchandra, Suhas; Doratt, Brianna; Grant, Kathleen A.; Messaoudi, Ilhem								Chronic ethanol consumption alters lamina propria leukocyte response to stimulation in a region-dependent manner								FASEB JOURNAL				33	6			7767	7777		10.1096/fj.201802780R			JUN 2019	2019										0							WOS:000476114200088		
J	Schiffer, Lucas; Azhar, Rimsha; Shepherd, Lori; Ramos, Marcel; Geistlinger, Ludwig; Huttenhower, Curtis; Dowd, Jennifer B.; Segata, Nicola; Waldron, Levi								HMP16SData: Efficient Access to the Human Microbiome Project Through Bioconductor								AMERICAN JOURNAL OF EPIDEMIOLOGY				188	6			1023	1026		10.1093/aje/kwz006			JUN 2019	2019										3							WOS:000473760200004		
J	Griffith, Jocelyn C.; Morgan, Xochitl C.								Invited Commentary: Improving the Accessibility of Human Microbiome Project Data Through Integration With R/Bioconductor								AMERICAN JOURNAL OF EPIDEMIOLOGY				188	6			1027	1030		10.1093/aje/kwz007			JUN 2019	2019										1							WOS:000473760200005		
J	Waldron, Levi; Schiffer, Lucas; Azhar, Rimsha; Ramos, Marcel; Geistlinger, Ludwig; Segata, Nicola								Waldron et al. Reply to "Commentary on the HMP16SData Bioconductor Package"								AMERICAN JOURNAL OF EPIDEMIOLOGY				188	6			1031	1032		10.1093/aje/kwz008			JUN 2019	2019										0							WOS:000473760200006		
J	Halajyan, Armen; Weingart, Natalie; Yeahia, Mirza; Loza-Coll, Mariano								NetR and AttR, Two New Bioinformatic Tools to Integrate Diverse Datasets into Cytoscape Network and Attribute Files								GENES				10	6					423	10.3390/genes10060423			JUN 2019	2019										0							WOS:000473797000018		
J	Megquier, Kate; Genereux, Diane P.; Hekman, Jessica; Swofford, Ross; Turner-Maier, Jason; Johnson, Jeremy; Alonso, Jacob; Li, Xue; Morrill, Kathleen; Anguish, Lynne J.; Koltookian, Michele; Logan, Brittney; Sharp, Claire R.; Ferrer, Lluis; Lindblad-Toh, Kerstin; Meyers-Wallen, Vicki N.; Hoffman, Andrew; Karlsson, Elinor K.								BarkBase: Epigenomic Annotation of Canine Genomes								GENES				10	6					433	10.3390/genes10060433			JUN 2019	2019										0							WOS:000473797000028		
J	Sato, Kuniaki; Masuda, Takaaki; Hu, Qingjiang; Tobo, Taro; Gillaspie, Sarah; Niida, Atsushi; Thornton, Mackenzie; Kuroda, Yousuke; Eguchi, Hidetoshi; Nakagawa, Takashi; Asano, Katsura; Mimori, Koshi								Novel oncogene 5MP1 reprograms c-Myc translation initiation to drive malignant phenotypes in colorectal cancer								EBIOMEDICINE				44				387	402		10.1016/j.ebiom.2019.05.058			JUN 2019	2019										4							WOS:000472768900043		
J	Selechnik, Daniel; Richardson, Mark F.; Shine, Richard; Brown, Gregory P.; Rollins, Lee Ann								Immune and environment-driven gene expression during invasion: An eco-immunological application of RNA-Seq								ECOLOGY AND EVOLUTION				9	11			6708	6721		10.1002/ece3.5249			JUN 2019	2019										1							WOS:000472622400046		
J	Luecken, Malte D.; Theis, Fabian J.								Current best practices in single-cell RNA-seq analysis: a tutorial								MOLECULAR SYSTEMS BIOLOGY				15	6					e8746	10.15252/msb.20188746			JUN 2019	2019										13							WOS:000472747200002		
J	Tian, Luyi; Dong, Xueyi; Freytag, Saskia; Le Cao, Kim-Anh; Su, Shian; JalalAbadi, Abolfazl; Amann-Zalcenstein, Daniela; Weber, Tom S.; Seidi, Azadeh; Jabbari, Jafar S.; Naik, Shalin H.; Ritchie, Matthew E.								Benchmarking single cell RNA-sequencing analysis pipelines using mixture control experiments								NATURE METHODS				16	6			479	+		10.1038/s41592-019-0425-8			JUN 2019	2019										6							WOS:000469455200014		
J	Vastagh, Csaba; Solymosi, Norbert; Farkas, Imre; Liposits, Zsolt								Proestrus Differentially Regulates Expression of Ion Channel and Calcium Homeostasis Genes in GnRH Neurons of Mice								FRONTIERS IN MOLECULAR NEUROSCIENCE				12						137	10.3389/fnmol.2019.00137			MAY 31 2019	2019										0							WOS:000470265200001		
J	Sinn, Bruno, V; Fu, Chunxiao; Lau, Rosanna; Litton, Jennifer; Tsai, Tsung-Heng; Murthy, Rashmi; Tam, Alda; Andreopoulou, Eleni; Gong, Yun; Murthy, Ravi; Gould, Rebekah; Zhang, Ya; King, Tani A.; Viale, Agnes; Andrade, Victor; Giri, Dilip; Salgado, Roberto; Laios, Ioanna; Sotiriou, Christos; Marginean, Esmeralda C.; Kwiatkowski, Danielle N.; Layman, Rachel M.; Booser, Daniel; Hatzis, Christos; Valero, V. Vicente; Symmans, W. Fraser								SETER/PR: a robust 18-gene predictor for sensitivity to endocrine therapy for metastatic breast cancer								NPJ BREAST CANCER				5						16	10.1038/s41523-019-0111-0			MAY 30 2019	2019										1							WOS:000470038700001		
J	Mosquera Orgueira, Adrian; Antelo Rodriguez, Beatriz; Alonso Vence, Natalia; Diaz Arias, Jose Angel; Diaz Varela, Nicolas; Perez Encinas, Manuel Mateo; Allegue Toscano, Catarina; Goiricelaya Seco, Elena Maria; Carracedo Alvarez, Angel; Bello Lopez, Jose Luis								The association of germline variants with chronic lymphocytic leukemia outcome suggests the implication of novel genes and pathways in clinical evolution								BMC CANCER				19						515	10.1186/s12885-019-5628-y			MAY 29 2019	2019										0							WOS:000469452000008		
J	De Mattos-Arruda, Leticia; Sammut, Stephen-John; Ross, Edith M.; Bashford-Rogers, Rachael; Greenstein, Erez; Markus, Havell; Morganella, Sandro; Teng, Yvonne; Maruvka, Yosef; Pereira, Bernard; Rueda, Oscar M.; Chin, Suet-Feung; Contente-Cuomo, Tania; Mayor, Regina; Arias, Alexandra; Ali, H. Raza; Cope, Wei; Tiezzi, Daniel; Dariush, Aliakbar; Amarante, Tauanne Dias; Reshef, Dan; Ciriaco, Nikaoly; Martinez-Saez, Elena; Peg, Vicente; Ramon y Cajal, Santiago; Cortes, Javier; Vassiliou, George; Getz, Gad; Nik-Zainal, Serena; Murtaza, Muhammed; Friedman, Nir; Markowetz, Florian; Seoane, Joan; Caldas, Carlos								The Genomic and Immune Landscapes of Lethal Metastatic Breast Cancer								CELL REPORTS				27	9			2690	+		10.1016/j.celrep.2019.04.098			MAY 28 2019	2019										2							WOS:000469216500015		
J	Braid, Lorena R.; Wood, Catherine A.; Ford, Barry N.								Human umbilical cord perivascular cells: A novel source of the organophosphate antidote butyrylcholinesterase								CHEMICO-BIOLOGICAL INTERACTIONS				305				66	78		10.1016/j.cbi.2019.03.022			MAY 25 2019	2019										0							WOS:000466711900010		
J	Pinneh, Elizabeth C.; Stoppel, Rhea; Knight, Heather; Knight, Marc R.; Steel, Patrick G.; Denny, Paul W.								Expression levels of inositol phosphorylceramide synthase modulate plant responses to biotic and abiotic stress in Arabidopsis thaliana								PLOS ONE				14	5					e0217087	10.1371/journal.pone.0217087			MAY 23 2019	2019										0							WOS:000468775700054		
J	Soellner, Julia F.; Leparc, German; Zwick, Matthias; Schoenberger, Tanja; Hildebrandt, Tobias; Nieselt, Kay; Simon, Eric								Exploiting orthology and de novo transcriptome assembly to refine target sequence information								BMC MEDICAL GENOMICS				12						69	10.1186/s12920-019-0524-5			MAY 23 2019	2019										0							WOS:000468895100001		
J	Fall, Leigh Ann; Salazar, Melissa M.; Drnevich, Jenny; Holmes, Jessica R.; Tseng, Meng-Chun; Kolb, Frederic L.; Mideros, Santiago X.								Field pathogenomics of Fusarium head blight reveals pathogen transcriptome differences due to host resistance								MYCOLOGIA				111	4			563	573		10.1080/00275514.2019.1607135			JUL 4 2019	2019										0							WOS:000469096100001		
J	Holland, Jenna; Sorrell, Joyce; Yates, Emily; Smith, Kathleen; Arbabi, Shahriar; Arnold, Myrtha; River, Marita; Morano, Rachel; Chen, Jenny; Zhang, Xiang; Dimarchi, Richard; Woods, Stephen C.; Sanchez-Gurmaches, Joan; Wohleb, Eric; Perez-Tilve, Diego								A Brain-Melanocortin-Vagus Axis Mediates Adipose Tissue Expansion Independently of Energy Intake								CELL REPORTS				27	8			2399	+		10.1016/j.celrep.2019.04.089			MAY 21 2019	2019										0							WOS:000468426300013		
J	Al Mahi, Naim; Najafabadi, Mehdi Fazel; Pilarczyk, Marcin; Kouril, Michal; Medvedovic, Mario								GREIN: An Interactive Web Platform for Re-analyzing GEO RNA-seq Data								SCIENTIFIC REPORTS				9						7580	10.1038/s41598-019-43935-8			MAY 20 2019	2019										0							WOS:000468281500010		
J	Shah, Abhijeet; Hoffman, Joseph I.; Schielzeth, Holger								Transcriptome assembly for a colour-polymorphic grasshopper (Gomphocerus sibiricus) with a very large genome size								BMC GENOMICS				20						370	10.1186/s12864-019-5756-4			MAY 14 2019	2019										0							WOS:000468050300004		
J	Shulse, Christine N.; Cole, Benjamin J.; Ciobanu, Doina; Lin, Junyan; Yoshinaga, Yuko; Gouran, Mona; Turco, Gina M.; Zhu, Yiwen; O'Malley, Ronan C.; Brady, Siobhan M.; Dickel, Diane E.								High-Throughput Single-Cell Transcriptome Profiling of Plant Cell Types								CELL REPORTS				27	7			2241	+		10.1016/j.celrep.2019.04.054			MAY 14 2019	2019										9							WOS:000467811500025		
J	Zhu, Qiaoqiao; Ramakrishnan, Mukund; Park, Jinhee; Belden, William J.								Histone H3 lysine 4 methyltransferase is required for facultative heterochromatin at specific loci								BMC GENOMICS				20						350	10.1186/s12864-019-5729-7			MAY 8 2019	2019										1							WOS:000467573500002		
J	Liao, Yang; Smyth, Gordon K.; Shi, Wei								The R package Rsubread is easier, faster, cheaper and better for alignment and quantification of RNA sequencing reads								NUCLEIC ACIDS RESEARCH				47	8					e47	10.1093/nar/gkz114			MAY 7 2019	2019										19							WOS:000473754300005		
J	Malatras, Apostolos; Duguez, Stephanie; Duddy, William								Muscle Gene Sets: a versatile methodological aid to functional genomics in the neuromuscular field								SKELETAL MUSCLE				9						UNSP 10	10.1186/s13395-019-0196-z			MAY 3 2019	2019										0							WOS:000466946500001		
J	Lorentzen, Marc P.; Campbell-Sills, Hugo; Jorgensen, Tue S.; Nielsen, Tue K.; Coton, Monika; Coton, Emmanuel; Hansen, Lars; Lucas, Patrick M.								Expanding the biodiversity of Oenococcus oeni through comparative genomics of apple cider and kombucha strains								BMC GENOMICS				20						330	10.1186/s12864-019-5692-3			MAY 2 2019	2019										0							WOS:000466900300002		
J	Walker, Maura E.; Matthan, Nirupa R.; Lamon-Fava, Stefania; Solano-Aguilar, Gloria; Jang, Saebyeol; Lakshman, Sukla; Molokin, Aleksey; Urban, Joseph F., Jr.; Faits, Tyler; Johnson, W. Evan; Lichtenstein, Alice H.								A Western-Type Dietary Pattern Induces an Atherogenic Gene Expression Profile in the Coronary Arteries of the Ossabaw Pig								CURRENT DEVELOPMENTS IN NUTRITION				3	5					UNSP nzz023	10.1093/cdn/nzz023			MAY 2019	2019										0							WOS:000493056700011		
J	Moore, Jason H.; Boland, Mary Regina; Camara, Pablo G.; Chervitz, Hannah; Gonzalez, Graciela; Himes, Blanca E.; Kim, Dokyoon; Mowery, Danielle L.; Ritchie, Marylyn D.; Shen, Li; Urbanowicz, Ryan J.; Holmes, John H.								Preparing next-generation scientists for biomedical big data: artificial intelligence approaches								PERSONALIZED MEDICINE				16	3			247	257		10.2217/pme-2018-0145			MAY 2019	2019										1							WOS:000476570600008		
J	McKay, Erin C.; Beck, John S.; Khoo, Sok Kean; Dykema, Karl J.; Cottingham, Sandra L.; Winn, Mary E.; Paulson, Henry L.; Lieberman, Andrew P.; Counts, Scott E.								Peri-Infarct Upregulation of the Oxytocin Receptor in Vascular Dementia								JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY				78	5			436	452		10.1093/jnen/nlz023			MAY 2019	2019										0							WOS:000473264100007		
J	Li, Jianqiang; Wang, Zhirui; Qiu, Weiliang; Yang, Ji-Jiang; Wang, Qing; Chen, Shi; Pan, Hui								The effect of interaction between EtOH dosage and exposure time on gene expression in DPSC								GENOMICS				111	3			500	507		10.1016/j.ygeno.2018.03.009			MAY 2019	2019										1							WOS:000470905800034		
J	Reinhardt, Robert; Gullotta, Fabiana; Nusspaumer, Gretel; Unal, Erkan; Ivanek, Robert; Zuniga, Aimee; Zeller, Rolf								Molecular signatures identify immature mesenchymal progenitors in early mouse limb buds that respond differentially to morphogen signaling								DEVELOPMENT				146	10					UNSP dev173328	10.1242/dev.173328			MAY 2019	2019										0							WOS:000470963700008		
J	Subbannayya, Yashwanth; Pinto, Sneha M.; Boesl, Korbinian; Prasad, T. S. Keshava; Kandasamy, Richard K.								Dynamics of Dual Specificity Phosphatases and Their Interplay with Protein Kinases in Immune Signaling								INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES				20	9					2086	10.3390/ijms20092086			MAY 1 2019	2019										1							WOS:000469753500033		
J	Wallbank, Bethan A.; Dominicus, Caia S.; Broncel, Malgorzata; Legrave, Nathalie; Kelly, Gavin; MacRae, James I.; Staines, Henry M.; Treeck, Moritz								Characterisation of the Toxoplasma gondii tyrosine transporter and its phosphorylation by the calcium-dependent protein kinase 3								MOLECULAR MICROBIOLOGY				111	5			1167	1181		10.1111/mmi.14156			MAY 2019	2019										1							WOS:000466177100005		
J	Liu, Wei; Lin, Liping; Zhang, Zhiyuan; Liu, Siqi; Gao, Kuan; Lv, Yanbin; Tao, Huan; He, Huaqin								Gene co-expression network analysis identifies trait-related modules in Arabidopsis thaliana								PLANTA				249	5			1487	1501		10.1007/s00425-019-03102-9			MAY 2019	2019										1							WOS:000464898700017		
J	Khan, Nargis; Mendonca, Laura; Dhariwal, Achal; Fontes, Ghislaine; Menzies, Dick; Xia, Jianguo; Divangahi, Maziar; King, Irah L.								Intestinal dysbiosis compromises alveolar macrophage immunity to Mycobacterium tuberculosis								MUCOSAL IMMUNOLOGY				12	3			772	783		10.1038/s41385-019-0147-3			MAY 2019	2019										2							WOS:000464498600018		
J	Zhao, Shuai; Liu, Qi; Wang, Jiu-Xiang; Liao, Xu-Zhong; Guo, Hao; Li, Cheng-Xi; Zhang, Feng-Fei; Liao, Lu-Sheng; Luo, Xue-Mei; Feng, Jia-Xun								Differential transcriptomic profiling of filamentous fungus during solid-state and submerged fermentation and identification of an essential regulatory gene PoxMBF1 that directly regulated cellulase and xylanase gene expression								BIOTECHNOLOGY FOR BIOFUELS				12						103	10.1186/s13068-019-1445-4			APR 30 2019	2019										2							WOS:000466422500002		
J	Greenwood, Edward J. D.; Williamson, James C.; Sienkiewicz, Agata; Naamati, Adi; Matheson, Nicholas J.; Lehner, Paul J.								Promiscuous Targeting of Cellular Proteins by Vpr Drives Systems-Level Proteomic Remodeling in HIV-1 Infection								CELL REPORTS				27	5			1579	+		10.1016/j.celrep.2019.04.025			APR 30 2019	2019										4							WOS:000466484100023		
J	Langer, Lee F.; Ward, James M.; Archer, Trevor K.								Tumor suppressor SMARCB1 suppresses super-enhancers to govern hESC lineage determination								ELIFE				8						e45672	10.7554/eLife.45672			APR 29 2019	2019										0							WOS:000469317000001		
J	Cole, Michael B.; Risso, Davide; Wagner, Allon; DeTomaso, David; Ngai, John; Purdom, Elizabeth; Dudoit, Sandrine; Yosef, Nir								Performance Assessment and Selection of Normalization Procedures for Single-Cell RNA-Seq								CELL SYSTEMS				8	4			315	+		10.1016/j.cels.2019.03.010			APR 24 2019	2019										7							WOS:000465541100005		
J	Wu, Qin; Heidenreich, David; Zhou, Stanley; Ackloo, Suzanne; Kraemer, Andreas; Nakka, Kiran; Lima-Fernandes, Evelyne; Deblois, Genevieve; Duan, Shili; Vellanki, Ravi N.; Li, Fengling; Vedadi, Masoud; Dilworth, Jeffrey; Lupien, Mathieu; Brennan, Paul E.; Arrowsmith, Cheryl H.; Mueller, Susanne; Fedorov, Oleg; Filippakopoulos, Panagis; Knapp, Stefan								A chemical toolbox for the study of bromodomains and epigenetic signaling								NATURE COMMUNICATIONS				10						1915	10.1038/s41467-019-09672-2			APR 23 2019	2019										8							WOS:000465202900005		
J	Dhingra, Radhika; Kwee, Lydia Coulter; Diaz-Sanchez, David; Devlin, Robert B.; Cascio, Wayne; Hauser, Elizabeth R.; Gregory, Simon; Shah, Svati; Kraus, William E.; Olden, Kenneth; Ward-Caviness, Cavin K.								Evaluating DNA methylation age on the Illumina MethylationEPIC Bead Chip								PLOS ONE				14	4					e0207834	10.1371/journal.pone.0207834			APR 19 2019	2019										2							WOS:000465019900061		
J	Ammar, Ron; Sivakumar, Pitchumani; Jarai, Gabor; Thompson, John Ryan								A robust data-driven genomic signature for idiopathic pulmonary fibrosis with applications for translational model selection								PLOS ONE				14	4					e0215565	10.1371/journal.pone.0215565			APR 18 2019	2019										0							WOS:000465015500078		
J	Coelho, Maria R. V.; Rivas, Rebeca; Ferreira-Neto, Jose Ribamar C.; Pandolfi, Valesca; Bezerra-Neto, Joao P.; Benko-Iseppon, Ana Maria; Santos, Mauro G.								Reference genes selection for Calotropis procera under different salt stress conditions								PLOS ONE				14	4					e0215729	10.1371/journal.pone.0215729			APR 18 2019	2019										0							WOS:000465015500098		
J	Knapczyk-Stwora, Katarzyna; Nynca, Anna; Ciereszko, Renata E.; Paukszto, Lukasz; Jastrzebski, Jan P.; Czaja, Elzbieta; Witek, Patrycja; Koziorowski, Marek; Slomczynska, Maria								Flutamide-induced alterations in transcriptional profiling of neonatal porcine ovaries								JOURNAL OF ANIMAL SCIENCE AND BIOTECHNOLOGY				10						35	10.1186/s40104-019-0340-y			APR 3 2019	2019										1							WOS:000463772300001		
J	Perrier, F.; Viallon, V.; Ambatipudi, S.; Ghantous, A.; Cuenin, C.; Hernandez-Vargas, H.; Chajes, V.; Baglietto, L.; Matejcic, M.; Moreno-Macias, H.; Kuehn, T.; Boeing, H.; Karakatsani, A.; Kotanidou, A.; Trichopoulou, A.; Sieri, S.; Panico, S.; Fasanelli, F.; Dolle, M.; Onland-Moret, C.; Sluijs, I.; Weiderpass, E.; Quiros, J. R.; Agudo, A.; Huerta, J. M.; Ardanaz, E.; Dorronsoro, M.; Tong, T. Y. N.; Tsilidis, K.; Riboli, E.; Gunter, M. J.; Herceg, Z.; Ferrari, P.; Romieu, I.								Association of leukocyte DNA methylation changes with dietary folate and alcohol intake in the EPIC study								CLINICAL EPIGENETICS				11						57	10.1186/s13148-019-0637-x			APR 2 2019	2019										2							WOS:000463783700001		
J	Han, Sojung; Andres, Aida M.; Marques-Bonet, Tomas; Kuhlwilm, Martin								Genetic Variation in Pan Species Is Shaped by Demographic History and Harbors Lineage-Specific Functions								GENOME BIOLOGY AND EVOLUTION				11	4			1178	1191		10.1093/gbe/evz047			APR 2019	2019										6							WOS:000476569800015		
J	Ziemann, Mark; Kaspi, Antony; El-Osta, Assam								Digital expression explorer 2: a repository of uniformly processed RNA sequencing data								GIGASCIENCE				8	4					giz022	10.1093/gigascience/giz022			APR 2019	2019										1							WOS:000474855400008		
J	Kim, Dong-Yeop; Kim, Woo Jin; Kim, Jung-Hyun; Hong, Seok-Ho; Choi, Sun Shim								Identification of Putative Regulatory Alterations Leading to Changes in Gene Expression in Chronic Obstructive Pulmonary Disease								MOLECULES AND CELLS				42	4			333	344		10.14348/molcells.2019.2442			APR 2019	2019										0							WOS:000467239900006		
J	Meng, Hailong; Yaari, Gur; Bolen, Christopher R.; Avey, Stefan; Kleinstein, Steven H.								Gene set meta-analysis with Quantitative Set Analysis for Gene Expression (QuSAGE)								PLOS COMPUTATIONAL BIOLOGY				15	4					e1006899	10.1371/journal.pcbi.1006899			APR 2019	2019										0							WOS:000467530600038		
J	Janeckova, Lucie; Kostovcikova, Klara; Svec, Jiri; Stastna, Monika; Strnad, Hynek; Kolar, Michal; Hudcovic, Tomas; Stancikova, Jitka; Tureckova, Jolana; Baloghova, Nikol; Sloncova, Eva; Galuskova, Katerina; Tlaskalova-Hogenova, Helena; Korinek, Vladimir								Unique Gene Expression Signatures in the Intestinal Mucosa and Organoids Derived from Germ-Free and Monoassociated Mice								INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES				20	7					1581	10.3390/ijms20071581			APR 2019	2019										0							WOS:000465258100012		
J	Sun, Rong; Bao, Min-Yue; Long, Xin; Yuan, Yuan; Wu, Miao-Miao; Li, Xin; Bao, Jin-Ku								Metabolic gene NR4A1 as a potential therapeutic target for non-smoking female non-small cell lung cancer patients								THORACIC CANCER				10	4			715	727		10.1111/1759-7714.12989			APR 2019	2019										1							WOS:000465162800015		
J	Muschelli, John; Gherman, Adrian; Fortin, Jean-Philippe; Avants, Brian; Whitcher, Brandon; Clayden, Jonathan D.; Caffo, Brian S.; Crainiceanu, Ciprian M.								Neuroconductor: an R platform for medical imaging analysis								BIOSTATISTICS				20	2			218	239		10.1093/biostatistics/kxx068			APR 2019	2019										5							WOS:000463804700003		
